+------------+--------+--------+----------+----------+----------+-----------+-----------+---------------------------------+
| identifier | e_rmse | f_rmse | f_rmse_H | f_rmse_C | f_rmse_N | f_rmse_Br | f_rmse_Pb |                          stdout |
|        400 |   0.66 |  40.91 |    29.24 |    56.23 |    49.20 |     37.22 |     60.22 | task_13489_cp2k_singlepoint_pre |
|        401 |   1.11 |  36.23 |    27.15 |    45.29 |    41.48 |     37.74 |     47.93 | task_13487_cp2k_singlepoint_pre |
|        402 |   0.35 |  39.05 |    28.12 |    54.67 |    46.97 |     37.65 |     51.71 | task_13495_cp2k_singlepoint_pre |
|        403 |   1.51 |  41.63 |    32.38 |    59.27 |    55.21 |     36.12 |     45.09 | task_13493_cp2k_singlepoint_pre |
|        404 |   1.06 |  43.33 |    30.14 |    58.63 |    51.92 |     41.30 |     63.35 | task_13497_cp2k_singlepoint_pre |
|        405 |   0.34 |  54.59 |    36.92 |    75.93 |    61.54 |     55.47 |     79.85 | task_13499_cp2k_singlepoint_pre |
|        406 |   1.09 |  48.77 |    31.57 |    66.46 |    56.28 |     48.72 |     75.03 | task_13501_cp2k_singlepoint_pre |
|        407 |   0.88 |  38.64 |    30.50 |    54.99 |    46.24 |     34.80 |     48.24 | task_13505_cp2k_singlepoint_pre |
|        408 |   3.67 |  66.47 |    44.64 |    87.08 |    81.64 |     62.40 |    101.88 | task_13503_cp2k_singlepoint_pre |
|        409 |   0.75 |  40.24 |    31.54 |    55.51 |    47.99 |     35.57 |     54.57 | task_13511_cp2k_singlepoint_pre |
|        410 |   0.44 |  44.99 |    31.20 |    59.22 |    52.95 |     44.27 |     66.28 | task_13507_cp2k_singlepoint_pre |
|        411 |   0.63 |  47.68 |    35.14 |    64.10 |    55.20 |     46.00 |     67.52 | task_13509_cp2k_singlepoint_pre |
|        412 |   0.53 |  39.49 |    29.23 |    47.28 |    47.95 |     37.50 |     58.01 | task_13513_cp2k_singlepoint_pre |
|        413 |   0.90 |  48.34 |    36.12 |    58.21 |    54.16 |     49.23 |     70.63 | task_13515_cp2k_singlepoint_pre |
|        414 |   0.76 |  52.04 |    39.81 |    71.35 |    63.58 |     45.55 |     71.83 | task_13517_cp2k_singlepoint_pre |
|        415 |   0.47 |  45.63 |    34.78 |    60.79 |    53.32 |     43.59 |     62.08 | task_13519_cp2k_singlepoint_pre |
|        416 |   0.91 |  46.42 |    30.38 |    58.49 |    54.80 |     47.94 |     69.83 | task_13521_cp2k_singlepoint_pre |
|        417 |   0.76 |  48.40 |    34.71 |    67.02 |    58.34 |     46.50 |     65.60 | task_13523_cp2k_singlepoint_pre |
|        418 |   0.07 |  39.97 |    28.21 |    50.97 |    47.40 |     41.97 |     52.83 | task_13525_cp2k_singlepoint_pre |
|        419 |   1.17 |  37.33 |    28.35 |    48.11 |    44.09 |     36.08 |     50.98 | task_13527_cp2k_singlepoint_pre |
|        420 |   0.05 |  41.80 |    29.28 |    57.08 |    50.80 |     39.55 |     59.54 | task_13529_cp2k_singlepoint_pre |
|        421 |   1.29 |  37.49 |    27.37 |    53.06 |    46.20 |     35.88 |     46.61 | task_13533_cp2k_singlepoint_pre |
|        422 |   1.44 |  51.61 |    35.88 |    61.29 |    56.67 |     53.00 |     82.74 | task_13531_cp2k_singlepoint_pre |
|        423 |   0.78 |  38.44 |    29.06 |    51.16 |    46.26 |     37.09 |     49.84 | task_13537_cp2k_singlepoint_pre |
|        424 |   0.76 |  52.24 |    38.94 |    68.64 |    64.09 |     49.64 |     69.42 | task_13535_cp2k_singlepoint_pre |
|        425 |   1.51 |  42.35 |    28.58 |    57.70 |    51.96 |     40.65 |     61.25 | task_13539_cp2k_singlepoint_pre |
|        426 |   0.60 |  46.79 |    33.69 |    67.69 |    54.08 |     46.40 |     60.86 | task_13544_cp2k_singlepoint_pre |
|        427 |   0.61 |  43.30 |    30.87 |    60.01 |    52.25 |     39.81 |     62.41 | task_13542_cp2k_singlepoint_pre |
|        428 |   0.81 |  41.42 |    31.37 |    51.70 |    48.92 |     40.57 |     57.18 | task_14522_cp2k_singlepoint_pre |
|        429 |   0.36 |  41.48 |    30.37 |    55.32 |    51.68 |     38.78 |     55.73 | task_14520_cp2k_singlepoint_pre |
|        430 |   0.69 |  45.81 |    31.75 |    60.15 |    56.17 |     45.03 |     64.32 | task_14526_cp2k_singlepoint_pre |
|        431 |   1.21 |  45.62 |    35.18 |    59.70 |    51.39 |     44.06 |     63.93 | task_14524_cp2k_singlepoint_pre |
|        432 |   0.68 |  44.81 |    32.44 |    59.15 |    51.79 |     45.56 |     61.18 | task_14534_cp2k_singlepoint_pre |
|        433 |   0.51 |  52.62 |    38.50 |    72.05 |    61.66 |     51.38 |     71.20 | task_14528_cp2k_singlepoint_pre |
|        434 |   0.15 |  52.59 |    31.82 |    62.93 |    54.70 |     52.60 |     99.41 | task_14532_cp2k_singlepoint_pre |
|        435 |   0.53 |  48.28 |    35.94 |    63.87 |    58.89 |     43.69 |     68.87 | task_14530_cp2k_singlepoint_pre |
|        436 |   1.13 |  42.89 |    32.04 |    59.34 |    51.62 |     40.09 |     57.19 | task_14536_cp2k_singlepoint_pre |
|        437 |   3.43 |  65.78 |    43.63 |    88.70 |    73.73 |     63.30 |    107.44 | task_14540_cp2k_singlepoint_pre |
|        438 |   0.96 |  45.25 |    34.36 |    58.19 |    55.68 |     41.73 |     62.10 | task_14544_cp2k_singlepoint_pre |
|        439 |   0.68 |  44.34 |    32.10 |    69.21 |    55.70 |     40.12 |     51.12 | task_14538_cp2k_singlepoint_pre |
|        440 |   0.76 |  45.20 |    32.69 |    64.20 |    52.08 |     42.54 |     64.80 | task_14542_cp2k_singlepoint_pre |
|        441 |   0.16 |  45.94 |    32.17 |    64.60 |    53.95 |     44.45 |     64.81 | task_14548_cp2k_singlepoint_pre |
|        442 |   0.33 |  48.41 |    36.13 |    66.95 |    58.13 |     45.00 |     65.45 | task_14550_cp2k_singlepoint_pre |
|        443 |   0.91 |  50.66 |    36.83 |    69.47 |    59.56 |     47.67 |     72.42 | task_14546_cp2k_singlepoint_pre |
|        444 |   0.54 |  46.67 |    33.94 |    59.38 |    58.09 |     44.40 |     64.71 | task_14554_cp2k_singlepoint_pre |
|        445 |   0.41 |  44.57 |    33.05 |    62.55 |    50.13 |     41.46 |     65.20 | task_14552_cp2k_singlepoint_pre |
|        446 |   0.55 |  52.15 |    37.45 |    66.92 |    61.72 |     49.77 |     78.05 | task_14558_cp2k_singlepoint_pre |
|        447 |   0.46 |  48.04 |    35.52 |    64.21 |    55.93 |     46.65 |     66.66 | task_14556_cp2k_singlepoint_pre |
|        448 |   1.24 |  42.74 |    33.55 |    60.02 |    51.02 |     38.06 |     55.98 | task_14562_cp2k_singlepoint_pre |
|        449 |   0.90 |  45.75 |    33.79 |    59.38 |    51.40 |     45.77 |     65.41 | task_14560_cp2k_singlepoint_pre |
|        450 |   1.36 |  42.54 |    30.89 |    57.95 |    52.11 |     39.18 |     59.55 | task_14566_cp2k_singlepoint_pre |
|        451 |   0.27 |  47.44 |    36.20 |    64.29 |    54.55 |     47.86 |     58.95 | task_14564_cp2k_singlepoint_pre |
|        452 |   1.26 |  41.43 |    32.53 |    52.02 |    45.61 |     41.50 |     57.24 | task_14570_cp2k_singlepoint_pre |
|        453 |   0.34 |  45.14 |    36.35 |    56.40 |    56.86 |     39.52 |     59.23 | task_14568_cp2k_singlepoint_pre |
|        454 |   0.84 |  44.75 |    32.98 |    58.16 |    57.13 |     40.89 |     60.56 | task_14572_cp2k_singlepoint_pre |
|        455 |   0.94 |  47.12 |    31.52 |    64.23 |    52.37 |     45.91 |     75.44 | task_14578_cp2k_singlepoint_pre |
|        456 |   0.45 |  48.03 |    34.64 |    62.95 |    55.31 |     45.16 |     74.04 | task_14576_cp2k_singlepoint_pre |
|        457 |   0.60 |  47.25 |    31.64 |    58.65 |    50.67 |     49.33 |     76.48 | task_14574_cp2k_singlepoint_pre |
|        458 |   1.18 |  41.97 |    32.27 |    51.89 |    52.46 |     40.02 |     54.13 | task_15554_cp2k_singlepoint_pre |
|        459 |   0.64 |  50.24 |    33.43 |    63.80 |    55.78 |     50.85 |     81.16 | task_15560_cp2k_singlepoint_pre |
|        460 |   1.07 |  46.85 |    35.18 |    65.20 |    57.91 |     42.52 |     61.44 | task_15556_cp2k_singlepoint_pre |
|        461 |   0.74 |  46.62 |    34.18 |    61.63 |    51.87 |     46.69 |     66.95 | task_15562_cp2k_singlepoint_pre |
|        462 |   0.71 |  53.87 |    36.82 |    76.57 |    61.08 |     52.15 |     81.00 | task_15558_cp2k_singlepoint_pre |
|        463 |   1.02 |  48.78 |    34.90 |    65.81 |    58.33 |     48.39 |     65.38 | task_15566_cp2k_singlepoint_pre |
|        464 |   0.07 |  57.58 |    32.90 |    76.13 |    61.22 |     64.87 |     91.97 | task_15568_cp2k_singlepoint_pre |
|        465 |   0.43 |  43.82 |    31.91 |    58.22 |    52.91 |     39.86 |     64.63 | task_15564_cp2k_singlepoint_pre |
|        466 |   1.11 |  44.10 |    35.56 |    62.65 |    54.82 |     38.29 |     51.81 | task_15570_cp2k_singlepoint_pre |
|        467 |   1.63 |  51.01 |    37.92 |    61.05 |    54.33 |     52.08 |     78.78 | task_15576_cp2k_singlepoint_pre |
|        468 |   1.02 |  46.81 |    35.02 |    65.61 |    55.86 |     44.84 |     59.82 | task_15580_cp2k_singlepoint_pre |
|        469 |   1.17 |  51.47 |    36.77 |    67.95 |    62.25 |     49.30 |     73.02 | task_15572_cp2k_singlepoint_pre |
|        470 |   0.94 |  47.83 |    35.76 |    67.45 |    52.82 |     47.57 |     64.37 | task_15578_cp2k_singlepoint_pre |
|        471 |   0.55 |  45.52 |    32.35 |    58.21 |    52.33 |     47.10 |     63.85 | task_15574_cp2k_singlepoint_pre |
|        472 |   1.22 |  46.23 |    33.17 |    63.35 |    51.16 |     47.85 |     63.47 | task_15584_cp2k_singlepoint_pre |
|        473 |   0.95 |  48.15 |    34.19 |    62.68 |    55.07 |     47.97 |     70.96 | task_15582_cp2k_singlepoint_pre |
|        474 |   0.26 |  50.72 |    37.11 |    62.35 |    52.35 |     52.93 |     78.78 | task_15586_cp2k_singlepoint_pre |
|        475 |   0.11 |  46.33 |    36.15 |    61.56 |    61.40 |     38.40 |     58.92 | task_15588_cp2k_singlepoint_pre |
|        476 |   1.15 |  46.40 |    34.90 |    64.27 |    60.91 |     40.80 |     56.60 | task_15594_cp2k_singlepoint_pre |
|        477 |   0.86 |  48.90 |    36.10 |    59.02 |    55.51 |     49.50 |     71.65 | task_15590_cp2k_singlepoint_pre |
|        478 |   0.97 |  43.13 |    32.80 |    56.76 |    52.01 |     41.83 |     55.38 | task_15598_cp2k_singlepoint_pre |
|        479 |   1.86 |  54.25 |    34.60 |    67.97 |    56.25 |     56.50 |     93.30 | task_15592_cp2k_singlepoint_pre |
|        480 |   1.16 |  44.61 |    31.01 |    57.12 |    51.38 |     46.14 |     64.34 | task_15596_cp2k_singlepoint_pre |
|        481 |   1.11 |  49.08 |    33.39 |    62.25 |    54.67 |     48.60 |     79.53 | task_15600_cp2k_singlepoint_pre |
|        482 |   0.40 |  94.02 |    77.52 |    93.14 |   166.62 |     49.55 |     66.83 | task_15604_cp2k_singlepoint_pre |
|        483 |   0.12 |  43.64 |    33.03 |    58.00 |    52.78 |     40.20 |     59.99 | task_15602_cp2k_singlepoint_pre |
|        484 |   1.40 |  45.39 |    32.96 |    63.88 |    54.69 |     42.51 |     61.73 | task_15606_cp2k_singlepoint_pre |
|        485 |   0.82 |  47.38 |    36.80 |    58.59 |    60.81 |     43.06 |     61.31 | task_15612_cp2k_singlepoint_pre |
|        486 |   0.09 |  51.82 |    40.14 |    72.48 |    58.94 |     51.02 |     64.43 | task_15610_cp2k_singlepoint_pre |
|        487 |   0.61 |  45.28 |    33.54 |    64.74 |    54.65 |     41.84 |     59.62 | task_15608_cp2k_singlepoint_pre |
|        488 |   0.79 |  49.31 |    36.30 |    62.56 |    58.45 |     49.15 |     67.76 | task_16592_cp2k_singlepoint_pre |
|        489 |   1.71 |  59.58 |    40.47 |    77.74 |    67.12 |     61.18 |     89.70 | task_16596_cp2k_singlepoint_pre |
|        490 |   0.93 |  48.31 |    37.60 |    68.06 |    59.23 |     41.92 |     63.32 | task_16594_cp2k_singlepoint_pre |
|        491 |   1.76 |  52.50 |    33.75 |    62.26 |    60.27 |     53.72 |     86.60 | task_16588_cp2k_singlepoint_pre |
|        492 |   0.50 |  43.65 |    32.23 |    61.40 |    51.38 |     42.02 |     57.67 | task_16590_cp2k_singlepoint_pre |
|        493 |   1.07 |  49.63 |    33.98 |    64.14 |    57.82 |     49.60 |     74.53 | task_16598_cp2k_singlepoint_pre |
|        494 |   0.33 |  53.83 |    34.77 |    68.80 |    54.69 |     53.03 |     97.87 | task_16602_cp2k_singlepoint_pre |
|        495 |   0.67 |  44.07 |    33.28 |    56.39 |    53.09 |     41.80 |     60.70 | task_16600_cp2k_singlepoint_pre |
|        496 |   1.13 |  41.59 |    29.58 |    62.67 |    49.90 |     38.73 |     54.53 | task_16604_cp2k_singlepoint_pre |
|        497 |   2.52 |  64.11 |    39.48 |    82.15 |    64.72 |     68.84 |    109.76 | task_16610_cp2k_singlepoint_pre |
|        498 |   0.91 |  46.50 |    33.71 |    62.57 |    55.00 |     44.02 |     66.95 | task_16612_cp2k_singlepoint_pre |
|        499 |   0.40 |  43.46 |    31.51 |    56.49 |    53.46 |     40.70 |     61.63 | task_16608_cp2k_singlepoint_pre |
|        500 |   0.76 |  45.14 |    33.56 |    69.25 |    53.39 |     41.76 |     55.62 | task_16614_cp2k_singlepoint_pre |
|        501 |   0.92 |  44.46 |    34.04 |    70.48 |    50.23 |     39.05 |     57.69 | task_16606_cp2k_singlepoint_pre |
|        502 |   0.77 |  50.41 |    35.32 |    61.22 |    57.18 |     49.97 |     80.48 | task_16618_cp2k_singlepoint_pre |
|        503 |   0.21 |  45.80 |    33.41 |    63.36 |    55.50 |     42.66 |     62.69 | task_16616_cp2k_singlepoint_pre |
|        504 |   0.97 |  47.92 |    34.18 |    60.23 |    56.83 |     46.84 |     71.01 | task_16622_cp2k_singlepoint_pre |
|        505 |   0.57 |  51.98 |    34.84 |    69.13 |    63.76 |     50.75 |     75.33 | task_16620_cp2k_singlepoint_pre |
|        506 |   1.77 |  47.21 |    37.59 |    63.38 |    60.53 |     38.45 |     62.44 | task_16628_cp2k_singlepoint_pre |
|        507 |   1.06 |  50.02 |    33.70 |    61.82 |    65.42 |     50.39 |     65.71 | task_16624_cp2k_singlepoint_pre |
|        508 |   0.73 |  46.37 |    35.67 |    62.88 |    58.23 |     40.69 |     61.12 | task_16632_cp2k_singlepoint_pre |
|        509 |   1.24 |  49.33 |    35.67 |    65.49 |    58.53 |     48.15 |     68.61 | task_16626_cp2k_singlepoint_pre |
|        510 |   1.47 |  45.66 |    37.46 |    58.16 |    61.09 |     39.16 |     50.53 | task_16630_cp2k_singlepoint_pre |
|        511 |   0.39 |  43.65 |    32.32 |    54.40 |    52.76 |     42.16 |     61.28 | task_16634_cp2k_singlepoint_pre |
|        512 |   5.78 |  80.14 |    41.75 |   139.79 |    93.27 |     78.58 |    113.53 | task_16638_cp2k_singlepoint_pre |
|        513 |   0.25 |  49.45 |    34.96 |    72.92 |    59.38 |     44.36 |     70.25 | task_16636_cp2k_singlepoint_pre |
|        514 |   0.41 |  47.68 |    34.73 |    70.08 |    53.26 |     44.91 |     67.93 | task_16640_cp2k_singlepoint_pre |
|        515 |   0.78 |  47.65 |    35.03 |    52.43 |    53.08 |     49.65 |     72.67 | task_16642_cp2k_singlepoint_pre |
|        516 |   0.45 |  51.26 |    35.25 |    58.09 |    58.14 |     54.11 |     80.01 | task_16646_cp2k_singlepoint_pre |
|        517 |   0.65 |  48.59 |    33.95 |    61.22 |    54.73 |     49.16 |     74.36 | task_16644_cp2k_singlepoint_pre |
|        518 |   0.97 |  50.61 |    36.06 |    72.41 |    61.53 |     46.66 |     69.93 | task_17631_cp2k_singlepoint_pre |
|        519 |   0.96 |  52.83 |    40.29 |    71.91 |    60.45 |     50.61 |     72.01 | task_17627_cp2k_singlepoint_pre |
|        520 |   0.78 |  50.71 |    34.64 |    66.55 |    63.44 |     50.62 |     68.52 | task_17629_cp2k_singlepoint_pre |
|        521 |   0.50 |  48.14 |    33.22 |    71.56 |    53.86 |     46.32 |     70.02 | task_17625_cp2k_singlepoint_pre |
|        522 |   1.53 |  45.08 |    32.98 |    61.85 |    52.46 |     44.37 |     60.96 | task_17639_cp2k_singlepoint_pre |
|        523 |   0.89 |  47.34 |    33.57 |    58.46 |    54.21 |     45.86 |     74.83 | task_17633_cp2k_singlepoint_pre |
|        524 |   0.34 |  52.51 |    37.50 |    66.85 |    56.81 |     51.39 |     84.89 | task_17635_cp2k_singlepoint_pre |
|        525 |   1.24 |  50.51 |    34.01 |    61.86 |    56.14 |     52.67 |     79.44 | task_17637_cp2k_singlepoint_pre |
|        526 |   0.40 |  44.99 |    34.37 |    61.49 |    54.11 |     42.59 |     57.45 | task_17643_cp2k_singlepoint_pre |
|        527 |   1.21 |  52.35 |    35.77 |    72.14 |    58.64 |     50.41 |     82.01 | task_17641_cp2k_singlepoint_pre |
|        528 |   0.51 |  47.27 |    34.82 |    58.72 |    52.90 |     45.97 |     73.27 | task_17649_cp2k_singlepoint_pre |
|        529 |   0.75 |  46.09 |    33.35 |    60.49 |    54.10 |     44.34 |     66.99 | task_17647_cp2k_singlepoint_pre |
|        530 |   1.21 |  40.15 |    28.91 |    56.33 |    47.36 |     38.36 |     55.61 | task_17651_cp2k_singlepoint_pre |
|        531 |   0.03 |  51.61 |    38.49 |    70.85 |    64.66 |     46.78 |     67.78 | task_17645_cp2k_singlepoint_pre |
|        532 |   1.21 |  46.54 |    34.36 |    64.58 |    52.85 |     46.21 |     62.70 | task_17657_cp2k_singlepoint_pre |
|        533 |   0.91 |  50.63 |    32.59 |    68.91 |    57.13 |     50.39 |     80.58 | task_17653_cp2k_singlepoint_pre |
|        534 |   0.43 |  47.00 |    32.30 |    61.06 |    52.91 |     47.48 |     72.10 | task_17659_cp2k_singlepoint_pre |
|        535 |   0.23 |  43.33 |    29.94 |    58.37 |    52.85 |     42.71 |     59.64 | task_17655_cp2k_singlepoint_pre |
|        536 |   0.95 |  41.09 |    31.50 |    56.50 |    48.25 |     39.48 |     52.63 | task_17663_cp2k_singlepoint_pre |
|        537 |   0.75 |  46.29 |    33.17 |    61.27 |    56.91 |     44.10 |     64.21 | task_17661_cp2k_singlepoint_pre |
|        538 |   1.18 |  48.65 |    35.48 |    74.81 |    60.93 |     43.26 |     58.94 | task_17669_cp2k_singlepoint_pre |
|        539 |   0.68 |  48.27 |    36.70 |    68.49 |    54.16 |     47.37 |     62.57 | task_17665_cp2k_singlepoint_pre |
|        540 |   0.83 |  45.90 |    34.49 |    62.23 |    58.69 |     41.97 |     57.37 | task_17671_cp2k_singlepoint_pre |
|        541 |   0.66 |  46.41 |    34.61 |    63.92 |    53.84 |     43.68 |     65.01 | task_17667_cp2k_singlepoint_pre |
|        542 |   5.64 | 101.59 |    54.77 |   216.28 |   129.54 |     62.72 |    129.24 | task_17677_cp2k_singlepoint_pre |
|        543 |   0.51 |  47.19 |    34.23 |    63.80 |    54.89 |     45.21 |     67.81 | task_17673_cp2k_singlepoint_pre |
|        544 |   0.79 |  44.32 |    33.27 |    65.95 |    51.82 |     42.66 |     53.46 | task_17683_cp2k_singlepoint_pre |
|        545 |   0.80 |  49.29 |    34.37 |    67.52 |    55.85 |     47.19 |     75.70 | task_17675_cp2k_singlepoint_pre |
|        546 |   0.12 |  51.41 |    35.71 |    66.39 |    54.08 |     54.24 |     79.09 | task_17681_cp2k_singlepoint_pre |
|        547 |   0.37 |  49.70 |    33.79 |    64.49 |    53.66 |     51.96 |     76.51 | task_17679_cp2k_singlepoint_pre |
|        548 |   0.91 |  45.99 |    34.10 |    65.66 |    53.45 |     43.71 |     61.69 | task_18670_cp2k_singlepoint_pre |
|        549 |   0.92 |  46.62 |    34.31 |    70.17 |    50.15 |     46.44 |     61.24 | task_18668_cp2k_singlepoint_pre |
|        550 |   0.75 |  45.13 |    33.66 |    56.76 |    55.02 |     43.25 |     62.40 | task_18664_cp2k_singlepoint_pre |
|        551 |   0.35 |  46.05 |    33.10 |    57.17 |    56.99 |     44.53 |     65.02 | task_18666_cp2k_singlepoint_pre |
|        552 |   0.89 |  42.19 |    33.69 |    51.81 |    48.83 |     41.87 |     54.52 | task_18672_cp2k_singlepoint_pre |
|        553 |   1.16 |  50.53 |    36.18 |    65.92 |    57.71 |     47.93 |     78.42 | task_18662_cp2k_singlepoint_pre |
|        554 |   0.36 |  57.98 |    37.53 |    68.88 |    64.82 |     59.45 |     97.71 | task_18678_cp2k_singlepoint_pre |
|        555 |   0.57 |  51.35 |    38.15 |    65.01 |    59.20 |     48.65 |     77.38 | task_18674_cp2k_singlepoint_pre |
|        556 |   1.68 |  43.14 |    29.12 |    58.02 |    50.35 |     42.79 |     64.56 | task_18680_cp2k_singlepoint_pre |
|        557 |   1.15 |  48.92 |    33.94 |    69.78 |    60.34 |     46.68 |     65.18 | task_18676_cp2k_singlepoint_pre |
|        558 |   1.17 |  44.73 |    33.40 |    62.40 |    54.42 |     40.86 |     60.07 | task_18690_cp2k_singlepoint_pre |
|        559 |   0.16 |  43.19 |    33.24 |    49.69 |    48.42 |     42.59 |     64.97 | task_18682_cp2k_singlepoint_pre |
|        560 |   0.58 |  48.25 |    36.46 |    67.59 |    57.40 |     43.26 |     67.23 | task_18692_cp2k_singlepoint_pre |
|        561 |   0.41 |  46.13 |    33.33 |    56.50 |    52.57 |     45.56 |     70.68 | task_18684_cp2k_singlepoint_pre |
|        562 |   0.95 |  48.44 |    35.52 |    63.70 |    56.09 |     47.76 |     68.27 | task_18688_cp2k_singlepoint_pre |
|        563 |   0.74 |  46.12 |    33.88 |    62.02 |    53.82 |     44.18 |     65.29 | task_18686_cp2k_singlepoint_pre |
|        564 |   0.74 |  50.36 |    34.24 |    66.01 |    52.66 |     53.45 |     78.12 | task_18696_cp2k_singlepoint_pre |
|        565 |   0.33 |  45.15 |    32.32 |    56.34 |    55.12 |     45.43 |     61.38 | task_18694_cp2k_singlepoint_pre |
|        566 |   1.43 |  42.78 |    34.48 |    54.62 |    52.42 |     40.35 |     51.48 | task_18700_cp2k_singlepoint_pre |
|        567 |   0.80 |  46.86 |    33.13 |    60.23 |    54.81 |     46.03 |     69.47 | task_18698_cp2k_singlepoint_pre |
|        568 |   1.31 |  43.03 |    33.75 |    59.05 |    51.97 |     38.66 |     56.15 | task_18703_cp2k_singlepoint_pre |
|        569 |   1.19 |  50.47 |    34.58 |    72.88 |    59.90 |     47.57 |     72.65 | task_18705_cp2k_singlepoint_pre |
|        570 |   0.85 |  42.12 |    30.75 |    57.71 |    52.83 |     38.30 |     56.97 | task_18711_cp2k_singlepoint_pre |
|        571 |   0.33 |  42.57 |    30.81 |    59.84 |    53.05 |     40.77 |     52.84 | task_18709_cp2k_singlepoint_pre |
|        572 |   0.83 |  44.59 |    32.43 |    56.70 |    49.34 |     45.19 |     66.01 | task_18707_cp2k_singlepoint_pre |
|        573 |   0.45 |  41.47 |    31.37 |    48.68 |    47.54 |     43.44 |     56.30 | task_18715_cp2k_singlepoint_pre |
|        574 |   1.05 |  44.77 |    32.81 |    55.30 |    53.42 |     46.03 |     59.33 | task_18713_cp2k_singlepoint_pre |
|        575 |   0.89 |  56.36 |    35.91 |    63.76 |    60.89 |     61.36 |     94.36 | task_18717_cp2k_singlepoint_pre |
|        576 |   0.46 |  44.53 |    33.56 |    61.19 |    51.41 |     43.98 |     57.49 | task_18719_cp2k_singlepoint_pre |
+------------+--------+--------+----------+----------+----------+-----------+-----------+---------------------------------+
